state,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,UP,RIGHT,DOWN,LEFT,WAIT,BOMB,best_action,best_q_value
"('COIN', 'DOWN', 4, 'ATTACK', 'UNNECESSARY', 'DOWN')",COIN,DOWN,4,ATTACK,UNNECESSARY,DOWN,-0.501,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('BOMBING', 'UP', 14, 'ATTACK', 'UNNECESSARY', 'DOWN')",BOMBING,UP,14,ATTACK,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,-0.035859313,0.0,UP,0.0
"('ESCAPE', 'RIGHT', 15, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",ESCAPE,RIGHT,15,GOOD_HIGH,UNNECESSARY,DOWN,0.0,0.0,0.0,0.42955917,0.0,0.0,LEFT,0.42955917
"('ESCAPE', 'LEFT', 15, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",ESCAPE,LEFT,15,GOOD_HIGH,UNNECESSARY,UP,0.0,0.014676383,0.0,0.0,0.0,0.0,RIGHT,0.014676383
"('ESCAPE', 'UP', 5, 'UNSAFE', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,5,UNSAFE,UNNECESSARY,RIGHT,0.0016679277,0.0,0.0,0.0,0.0,0.0,UP,0.0016679277
"('BOMBING', 'UP', 4, 'UNSAFE', 'UNNECESSARY', 'DOWN')",BOMBING,UP,4,UNSAFE,UNNECESSARY,DOWN,-0.501,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('BOMBING', 'RIGHT', 5, 'USELESS', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,5,USELESS,UNNECESSARY,DOWN,0.0,0.0,0.0,-0.034302678,0.0,0.0,UP,0.0
"('ESCAPE', 'UP', 7, 'USELESS', 'UNSAFE', 'DOWN')",ESCAPE,UP,7,USELESS,UNSAFE,DOWN,0.0,0.0,0.0,0.0,-0.501,-0.651,UP,0.0
"('ESCAPE', 'UP', 15, 'USELESS', 'UNNECESSARY', 'DOWN')",ESCAPE,UP,15,USELESS,UNNECESSARY,DOWN,0.0,0.16672546,0.0,0.0,0.0,0.0,RIGHT,0.16672546
"('ESCAPE', 'UP', 11, 'USELESS', 'UNNECESSARY', 'WAIT')",ESCAPE,UP,11,USELESS,UNNECESSARY,WAIT,0.0,0.04542056,0.0,0.0,0.0,0.0,RIGHT,0.04542056
"('BOMBING', 'UP', 13, 'UNSAFE', 'UNNECESSARY', 'UP')",BOMBING,UP,13,UNSAFE,UNNECESSARY,UP,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('BOMBING', 'LEFT', 9, 'ATTACK', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,9,ATTACK,UNNECESSARY,WAIT,0.0,0.0,0.0,0.08840822,0.0,0.0,LEFT,0.08840822
"('BOMBING', 'UP', 11, 'UNSAFE', 'UNNECESSARY', 'LEFT')",BOMBING,UP,11,UNSAFE,UNNECESSARY,LEFT,0.0,0.07062977,0.0,0.0,0.0,0.0,RIGHT,0.07062977
"('BOMBING', 'DOWN', 3, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,DOWN,3,UNAVAILABLE,UNNECESSARY,UP,0.29458374,0.0,-1.201,0.0,-0.041402716,-0.091485426,UP,0.29458374
"('NONE', 'NONE', 3, 'UNSAFE', 'UNNECESSARY', 'WAIT')",NONE,NONE,3,UNSAFE,UNNECESSARY,WAIT,0.0,0.0,0.00029886985,0.0,0.0,0.0,DOWN,0.00029886985
"('ESCAPE', 'RIGHT', 14, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",ESCAPE,RIGHT,14,GOOD_LOW,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,-0.051,0.051281612,BOMB,0.051281612
"('ESCAPE', 'RIGHT', 14, 'GOOD_LOW', 'UNSAFE', 'WAIT')",ESCAPE,RIGHT,14,GOOD_LOW,UNSAFE,WAIT,0.0,0.0,0.0,0.0,0.0,-0.501,UP,0.0
"('BOMBING', 'LEFT', 11, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",BOMBING,LEFT,11,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.2865087,0.0,0.0,LEFT,0.2865087
"('ESCAPE', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",ESCAPE,LEFT,10,UNAVAILABLE,UNNECESSARY,DOWN,-0.6419847,0.6724472,0.0,0.0,0.0,-0.097311,RIGHT,0.6724472
"('ESCAPE', 'RIGHT', 2, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",ESCAPE,RIGHT,2,GOOD_HIGH,UNNECESSARY,RIGHT,-0.101,0.0,-0.101,0.0,0.0,0.24204494,BOMB,0.24204494
"('COIN', 'UP', 8, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",COIN,UP,8,UNAVAILABLE,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('COIN', 'UP', 9, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",COIN,UP,9,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,-0.08405647,0.0,-0.051,0.0,UP,0.0
"('COIN', 'RIGHT', 10, 'ATTACK', 'UNNECESSARY', 'WAIT')",COIN,RIGHT,10,ATTACK,UNNECESSARY,WAIT,0.0,0.61031485,0.0,0.0,-0.051,0.0,RIGHT,0.61031485
"('ESCAPE', 'NONE', 0, 'UNSAFE', 'UNSAFE', 'BOMB')",ESCAPE,NONE,0,UNSAFE,UNSAFE,BOMB,-0.034699865,0.0,-0.27182114,0.0,0.0,0.0,RIGHT,0.0
"('BOMBING', 'UP', 10, 'USELESS', 'UNNECESSARY', 'RIGHT')",BOMBING,UP,10,USELESS,UNNECESSARY,RIGHT,0.0,0.092701264,0.0,0.0,0.0,-0.03272514,RIGHT,0.092701264
"('COIN', 'UP', 13, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",COIN,UP,13,GOOD_HIGH,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,0.0,0.0934477,BOMB,0.0934477
"('BOMBING', 'UP', 7, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",BOMBING,UP,7,GOOD_HIGH,UNNECESSARY,DOWN,0.38645467,0.0,0.0,0.0,-0.049771566,0.0,UP,0.38645467
"('ESCAPE', 'UP', 9, 'ATTACK', 'UNSAFE', 'WAIT')",ESCAPE,UP,9,ATTACK,UNSAFE,WAIT,0.021491364,0.0,0.0,0.0,0.0,0.0,UP,0.021491364
"('ESCAPE', 'RIGHT', 6, 'ATTACK', 'UNSAFE', 'LEFT')",ESCAPE,RIGHT,6,ATTACK,UNSAFE,LEFT,0.0,0.0,0.0,-0.501,0.0,-0.501,UP,0.0
"('BOMBING', 'UP', 9, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,UP,9,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0,0.12402297,BOMB,0.12402297
"('COIN', 'UP', 1, 'GOOD_HIGH', 'UNNECESSARY', 'BOMB')",COIN,UP,1,GOOD_HIGH,UNNECESSARY,BOMB,0.0,-0.07925255,0.0,0.0,0.0,0.0,UP,0.0
"('COIN', 'LEFT', 10, 'ATTACK', 'UNNECESSARY', 'DOWN')",COIN,LEFT,10,ATTACK,UNNECESSARY,DOWN,0.0,0.42996958,0.0,0.0,0.0,0.0,RIGHT,0.42996958
"('ESCAPE', 'RIGHT', 2, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",ESCAPE,RIGHT,2,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,0.0,-0.23023692,-0.051,0.2064855,BOMB,0.2064855
"('COIN', 'LEFT', 12, 'ATTACK', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,12,ATTACK,UNNECESSARY,RIGHT,-0.056738622,-0.054289024,0.0,0.0,0.0,0.33578548,BOMB,0.33578548
"('BOMBING', 'LEFT', 0, 'UNSAFE', 'NECESSARY', 'WAIT')",BOMBING,LEFT,0,UNSAFE,NECESSARY,WAIT,0.0,0.0,0.0,0.0,0.015254509,0.0,WAIT,0.015254509
"('NONE', 'NONE', 9, 'USELESS', 'UNNECESSARY', 'LEFT')",NONE,NONE,9,USELESS,UNNECESSARY,LEFT,0.0,0.0,0.0,0.17605326,0.0,0.0,LEFT,0.17605326
"('COIN', 'DOWN', 4, 'USELESS', 'UNNECESSARY', 'LEFT')",COIN,DOWN,4,USELESS,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,0.0,-0.039260115,UP,0.0
"('ESCAPE', 'UP', 13, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,13,GOOD_LOW,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,0.0,0.34074602,BOMB,0.34074602
"('BOMBING', 'RIGHT', 2, 'UNSAFE', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,2,UNSAFE,UNNECESSARY,DOWN,0.0,0.0,-0.101,-0.006095012,0.0,0.0,UP,0.0
"('COIN', 'DOWN', 12, 'ATTACK', 'UNNECESSARY', 'UP')",COIN,DOWN,12,ATTACK,UNNECESSARY,UP,0.0,-0.051566817,0.0,0.0,-0.051,0.46981245,BOMB,0.46981245
"('BOMBING', 'LEFT', 11, 'USELESS', 'UNNECESSARY', 'UP')",BOMBING,LEFT,11,USELESS,UNNECESSARY,UP,0.0,0.051571865,0.0,0.0,-0.03235139,0.0,RIGHT,0.051571865
"('ESCAPE', 'UP', 3, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,3,GOOD_LOW,UNNECESSARY,RIGHT,0.16161919,0.0,0.0,0.0,-0.051,0.0,UP,0.16161919
"('ESCAPE', 'DOWN', 13, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",ESCAPE,DOWN,13,UNAVAILABLE,UNNECESSARY,RIGHT,0.032322917,0.0,0.0,0.0,0.0,0.0,UP,0.032322917
"('COIN', 'DOWN', 4, 'USELESS', 'UNNECESSARY', 'WAIT')",COIN,DOWN,4,USELESS,UNNECESSARY,WAIT,0.0,0.0,0.15056688,0.0,0.0,0.0,DOWN,0.15056688
"('BOMBING', 'RIGHT', 0, 'UNSAFE', 'NECESSARY', 'UP')",BOMBING,RIGHT,0,UNSAFE,NECESSARY,UP,0.0,0.0,0.0,0.0,0.05596063,0.0,WAIT,0.05596063
"('BOMBING', 'UP', 5, 'UNSAFE', 'UNNECESSARY', 'DOWN')",BOMBING,UP,5,UNSAFE,UNNECESSARY,DOWN,0.0,-0.090047725,0.0,0.0,0.0,0.0,UP,0.0
"('COIN', 'DOWN', 4, 'UNSAFE', 'UNNECESSARY', 'UP')",COIN,DOWN,4,UNSAFE,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0,-0.3553588,UP,0.0
"('ESCAPE', 'UP', 3, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",ESCAPE,UP,3,UNAVAILABLE,UNNECESSARY,UP,0.30465236,0.0,0.0,0.0,0.0,0.0,UP,0.30465236
"('ESCAPE', 'LEFT', 12, 'UNAVAILABLE', 'UNSAFE', 'LEFT')",ESCAPE,LEFT,12,UNAVAILABLE,UNSAFE,LEFT,0.0,-1.001,0.0,0.0,0.0,0.0,UP,0.0
"('COIN', 'RIGHT', 14, 'USELESS', 'UNNECESSARY', 'DOWN')",COIN,RIGHT,14,USELESS,UNNECESSARY,DOWN,0.0,0.0,0.0,0.08024551,0.0,0.0,LEFT,0.08024551
"('ESCAPE', 'DOWN', 4, 'USELESS', 'UNNECESSARY', 'RIGHT')",ESCAPE,DOWN,4,USELESS,UNNECESSARY,RIGHT,0.0,-0.101,-0.0019779163,0.0,0.0,0.42017946,BOMB,0.42017946
"('BOMBING', 'HERE', 4, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",BOMBING,HERE,4,GOOD_LOW,UNNECESSARY,RIGHT,0.0,0.0,0.0,-0.101,-0.051,0.14812686,BOMB,0.14812686
"('BOMBING', 'HERE', 4, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,4,GOOD_LOW,UNNECESSARY,LEFT,0.0,-0.101,0.0,0.0,0.0,0.0,UP,0.0
"('ESCAPE', 'RIGHT', 6, 'ATTACK', 'UNNECESSARY', 'DOWN')",ESCAPE,RIGHT,6,ATTACK,UNNECESSARY,DOWN,0.0,-0.001,0.0,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'HERE', 2, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",BOMBING,HERE,2,GOOD_HIGH,UNNECESSARY,RIGHT,-0.09894267,0.08642045,0.0,0.0,0.0,0.0,RIGHT,0.08642045
"('ESCAPE', 'UP', 13, 'GOOD_HIGH', 'UNSAFE', 'RIGHT')",ESCAPE,UP,13,GOOD_HIGH,UNSAFE,RIGHT,0.0,0.0,0.0,0.0,0.0,-0.501,UP,0.0
"('ESCAPE', 'UP', 15, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,15,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,0.0,0.27849615,BOMB,0.27849615
"('NONE', 'NONE', 8, 'USELESS', 'UNNECESSARY', 'DOWN')",NONE,NONE,8,USELESS,UNNECESSARY,DOWN,0.0,0.0,-0.07233392,0.0,0.0,-0.05926682,UP,0.0
"('COIN', 'UP', 12, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",COIN,UP,12,GOOD_LOW,UNNECESSARY,RIGHT,0.0,0.0,0.061087273,0.0,0.0,0.0,DOWN,0.061087273
"('ESCAPE', 'UP', 9, 'GOOD_HIGH', 'UNSAFE', 'RIGHT')",ESCAPE,UP,9,GOOD_HIGH,UNSAFE,RIGHT,0.0,-0.501,-0.301,0.0,0.0,-0.501,UP,0.0
"('ESCAPE', 'LEFT', 8, 'UNSAFE', 'UNSAFE', 'RIGHT')",ESCAPE,LEFT,8,UNSAFE,UNSAFE,RIGHT,0.0,-0.601,0.0,0.0,0.0,-1.001,UP,0.0
"('ESCAPE', 'DOWN', 12, 'ATTACK', 'UNSAFE', 'UP')",ESCAPE,DOWN,12,ATTACK,UNSAFE,UP,0.0,0.0,0.0,0.0,-0.501,-0.501,UP,0.0
"('ESCAPE', 'UP', 3, 'UNSAFE', 'UNNECESSARY', 'LEFT')",ESCAPE,UP,3,UNSAFE,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,-0.01079344,0.0,UP,0.0
"('COIN', 'DOWN', 6, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",COIN,DOWN,6,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,0.15846048,BOMB,0.15846048
"('BOMBING', 'RIGHT', 14, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,RIGHT,14,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,0.20777602,0.0,0.0,0.0,DOWN,0.20777602
"('ESCAPE', 'UP', 11, 'UNAVAILABLE', 'UNSAFE', 'LEFT')",ESCAPE,UP,11,UNAVAILABLE,UNSAFE,LEFT,0.30208874,0.0,0.0,0.0,0.0,0.0,UP,0.30208874
"('ESCAPE', 'UP', 9, 'USELESS', 'UNSAFE', 'LEFT')",ESCAPE,UP,9,USELESS,UNSAFE,LEFT,0.2521752,-0.501,0.0,0.0,-0.501,-0.651,UP,0.2521752
"('BOMBING', 'LEFT', 13, 'UNSAFE', 'UNNECESSARY', 'RIGHT')",BOMBING,LEFT,13,UNSAFE,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,-0.02225633,0.0,UP,0.0
"('COIN', 'DOWN', 1, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",COIN,DOWN,1,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,0.0015523549,0.0,WAIT,0.0015523549
"('BOMBING', 'LEFT', 7, 'USELESS', 'UNNECESSARY', 'RIGHT')",BOMBING,LEFT,7,USELESS,UNNECESSARY,RIGHT,0.0,0.1262637,0.0,0.0,0.0,0.0,RIGHT,0.1262637
"('ESCAPE', 'DOWN', 14, 'UNAVAILABLE', 'UNSAFE', 'BOMB')",ESCAPE,DOWN,14,UNAVAILABLE,UNSAFE,BOMB,0.0,0.0,0.0,0.0,-0.35833997,0.0,UP,0.0
"('ESCAPE', 'RIGHT', 3, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",ESCAPE,RIGHT,3,UNAVAILABLE,UNNECESSARY,LEFT,0.0,0.10347825,0.0,-0.071482755,0.0,0.0,RIGHT,0.10347825
"('ESCAPE', 'UP', 3, 'USELESS', 'UNNECESSARY', 'LEFT')",ESCAPE,UP,3,USELESS,UNNECESSARY,LEFT,0.4958049,0.0,-0.09023672,0.0,0.0,-0.05042611,UP,0.4958049
"('ESCAPE', 'UP', 11, 'ATTACK', 'UNSAFE', 'UP')",ESCAPE,UP,11,ATTACK,UNSAFE,UP,0.0,-0.010032266,-0.501,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'RIGHT', 3, 'ATTACK', 'UNNECESSARY', 'RIGHT')",BOMBING,RIGHT,3,ATTACK,UNNECESSARY,RIGHT,0.0,0.10588957,0.0,0.0,0.0,0.0,RIGHT,0.10588957
"('BOMBING', 'UP', 4, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,UP,4,ATTACK,UNNECESSARY,UP,-0.501,0.0,0.0,0.0,0.0,0.42393678,BOMB,0.42393678
"('BOMBING', 'DOWN', 7, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",BOMBING,DOWN,7,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,0.0,0.0,-0.501,0.0,0.0,UP,0.0
"('BOMBING', 'LEFT', 11, 'ATTACK', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,11,ATTACK,UNNECESSARY,WAIT,0.0,0.0,-0.02412164,0.0,0.0,0.0,UP,0.0
"('ESCAPE', 'LEFT', 8, 'GOOD_LOW', 'UNSAFE', 'DOWN')",ESCAPE,LEFT,8,GOOD_LOW,UNSAFE,DOWN,0.0,-0.501,0.0,0.0,-0.2428389,0.0,UP,0.0
"('NONE', 'NONE', 13, 'ATTACK', 'UNNECESSARY', 'BOMB')",NONE,NONE,13,ATTACK,UNNECESSARY,BOMB,0.0,0.0,0.052070715,0.0,0.0,0.0,DOWN,0.052070715
"('BOMBING', 'UP', 10, 'USELESS', 'UNNECESSARY', 'LEFT')",BOMBING,UP,10,USELESS,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,-0.040849257,0.0,UP,0.0
"('COIN', 'UP', 12, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",COIN,UP,12,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,0.0,0.17140546,BOMB,0.17140546
"('COIN', 'RIGHT', 13, 'GOOD_LOW', 'UNNECESSARY', 'UP')",COIN,RIGHT,13,GOOD_LOW,UNNECESSARY,UP,0.0,-0.501,0.0,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'DOWN', 12, 'ATTACK', 'UNNECESSARY', 'UP')",BOMBING,DOWN,12,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0,0.41306043,BOMB,0.41306043
"('BOMBING', 'UP', 2, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,UP,2,UNAVAILABLE,UNNECESSARY,RIGHT,-0.501,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('ESCAPE', 'RIGHT', 6, 'ATTACK', 'UNNECESSARY', 'UP')",ESCAPE,RIGHT,6,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,0.0,-0.051,0.18261106,BOMB,0.18261106
"('ESCAPE', 'RIGHT', 6, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",ESCAPE,RIGHT,6,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,-0.001,0.0,-0.051,0.0,UP,0.0
"('BOMBING', 'RIGHT', 13, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,13,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,0.0,0.080198236,BOMB,0.080198236
"('ESCAPE', 'RIGHT', 2, 'UNSAFE', 'UNSAFE', 'DOWN')",ESCAPE,RIGHT,2,UNSAFE,UNSAFE,DOWN,0.0,0.0,-0.501,-0.601,0.0,0.0,UP,0.0
"('BOMBING', 'LEFT', 15, 'USELESS', 'UNNECESSARY', 'BOMB')",BOMBING,LEFT,15,USELESS,UNNECESSARY,BOMB,0.0,0.0,0.0,0.0,0.0,-0.05809949,UP,0.0
"('ESCAPE', 'UP', 11, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",ESCAPE,UP,11,GOOD_HIGH,UNNECESSARY,LEFT,0.0,0.0,0.0,0.4675197,0.0,0.0,LEFT,0.4675197
"('COIN', 'UP', 10, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",COIN,UP,10,GOOD_LOW,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('BOMBING', 'DOWN', 5, 'UNSAFE', 'UNNECESSARY', 'DOWN')",BOMBING,DOWN,5,UNSAFE,UNNECESSARY,DOWN,0.0,0.0,0.0,-0.101,0.0,-0.8145629,UP,0.0
"('BOMBING', 'DOWN', 4, 'UNSAFE', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,4,UNSAFE,UNNECESSARY,LEFT,0.0,0.0,-0.2652974,-0.101,0.0,0.0,UP,0.0
"('NONE', 'NONE', 6, 'ATTACK', 'UNNECESSARY', 'UP')",NONE,NONE,6,ATTACK,UNNECESSARY,UP,-0.101,0.0,0.0,0.0,0.0,0.097998664,BOMB,0.097998664
"('BOMBING', 'UP', 7, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",BOMBING,UP,7,GOOD_LOW,UNNECESSARY,DOWN,0.072044715,0.0,0.0,0.0,0.0,0.0,UP,0.072044715
"('BOMBING', 'RIGHT', 14, 'USELESS', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,14,USELESS,UNNECESSARY,DOWN,-0.501,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('ESCAPE', 'DOWN', 5, 'UNAVAILABLE', 'UNSAFE', 'RIGHT')",ESCAPE,DOWN,5,UNAVAILABLE,UNSAFE,RIGHT,0.0,0.0,0.43369985,-0.901,-0.801,-1.101,DOWN,0.43369985
"('COIN', 'LEFT', 8, 'UNSAFE', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,8,UNSAFE,UNNECESSARY,RIGHT,-0.2931426,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('BOMBING', 'LEFT', 7, 'USELESS', 'UNNECESSARY', 'UP')",BOMBING,LEFT,7,USELESS,UNNECESSARY,UP,0.0,0.0,0.0,-0.501,0.0,0.0,UP,0.0
"('ESCAPE', 'RIGHT', 14, 'ATTACK', 'UNSAFE', 'RIGHT')",ESCAPE,RIGHT,14,ATTACK,UNSAFE,RIGHT,0.0,0.05376365,0.0,0.0,-0.501,0.0,RIGHT,0.05376365
"('COIN', 'RIGHT', 9, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",COIN,RIGHT,9,GOOD_HIGH,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('COIN', 'RIGHT', 9, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",COIN,RIGHT,9,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,0.0,0.1453193,0.0,0.0,LEFT,0.1453193
"('BOMBING', 'DOWN', 15, 'USELESS', 'UNNECESSARY', 'BOMB')",BOMBING,DOWN,15,USELESS,UNNECESSARY,BOMB,0.0,0.0,0.0,0.0,-0.018054102,0.0,UP,0.0
"('BOMBING', 'RIGHT', 12, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,12,UNAVAILABLE,UNNECESSARY,LEFT,-0.040692203,-1.201,0.4397678,0.0,-0.051,0.0,DOWN,0.4397678
"('BOMBING', 'RIGHT', 9, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,9,UNAVAILABLE,UNNECESSARY,LEFT,0.34826577,0.0,0.0,0.0,0.0,0.0,UP,0.34826577
"('ESCAPE', 'DOWN', 6, 'ATTACK', 'UNNECESSARY', 'WAIT')",ESCAPE,DOWN,6,ATTACK,UNNECESSARY,WAIT,-0.08617693,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('BOMBING', 'UP', 7, 'UNSAFE', 'UNNECESSARY', 'UP')",BOMBING,UP,7,UNSAFE,UNNECESSARY,UP,0.0,0.0,0.0,0.0,-0.04294757,0.0,UP,0.0
"('BOMBING', 'DOWN', 7, 'UNSAFE', 'UNNECESSARY', 'DOWN')",BOMBING,DOWN,7,UNSAFE,UNNECESSARY,DOWN,-0.10180562,0.0,0.0,0.0,-0.038355716,-0.37686568,RIGHT,0.0
"('COIN', 'RIGHT', 14, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",COIN,RIGHT,14,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.0,0.0,0.08425405,0.0,0.0,LEFT,0.08425405
"('NONE', 'NONE', 11, 'ATTACK', 'UNNECESSARY', 'UP')",NONE,NONE,11,ATTACK,UNNECESSARY,UP,0.0,0.0,-0.021645248,0.0,0.0,0.0,UP,0.0
"('COIN', 'RIGHT', 5, 'USELESS', 'UNNECESSARY', 'DOWN')",COIN,RIGHT,5,USELESS,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,0.0,-0.06350483,UP,0.0
"('ESCAPE', 'RIGHT', 14, 'UNAVAILABLE', 'UNSAFE', 'RIGHT')",ESCAPE,RIGHT,14,UNAVAILABLE,UNSAFE,RIGHT,-0.501,0.0,0.06179764,0.0,0.0,0.0,DOWN,0.06179764
"('ESCAPE', 'RIGHT', 6, 'ATTACK', 'UNNECESSARY', 'RIGHT')",ESCAPE,RIGHT,6,ATTACK,UNNECESSARY,RIGHT,0.0,0.037325907,0.0,0.0,-0.051,0.0,RIGHT,0.037325907
"('ESCAPE', 'RIGHT', 6, 'ATTACK', 'UNSAFE', 'WAIT')",ESCAPE,RIGHT,6,ATTACK,UNSAFE,WAIT,-0.601,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('NONE', 'NONE', 5, 'ATTACK', 'UNNECESSARY', 'BOMB')",NONE,NONE,5,ATTACK,UNNECESSARY,BOMB,0.042616356,0.0,0.0,0.0,0.0,0.0,UP,0.042616356
"('NONE', 'NONE', 8, 'UNSAFE', 'UNNECESSARY', 'DOWN')",NONE,NONE,8,UNSAFE,UNNECESSARY,DOWN,-0.08749585,0.0,-0.101,-0.032777786,0.0,-0.86804205,RIGHT,0.0
"('ESCAPE', 'DOWN', 4, 'GOOD_HIGH', 'UNNECESSARY', 'BOMB')",ESCAPE,DOWN,4,GOOD_HIGH,UNNECESSARY,BOMB,0.0,0.0,0.01907754,0.0,0.0,0.0,DOWN,0.01907754
"('ESCAPE', 'UP', 3, 'GOOD_HIGH', 'UNSAFE', 'DOWN')",ESCAPE,UP,3,GOOD_HIGH,UNSAFE,DOWN,0.059151728,0.0,-0.601,0.0,0.0,0.0,UP,0.059151728
"('BOMBING', 'LEFT', 9, 'USELESS', 'UNNECESSARY', 'NONE')",BOMBING,LEFT,9,USELESS,UNNECESSARY,NONE,0.0,-0.069792114,0.0,0.0,0.0,0.0,UP,0.0
